0,0.0,0.0,net,0.9124400251293417,0.08755997487065804
1,0.125,0.48541666666666666,net,0.5116824126233618,0.4883175873766366
2,0.0,0.0,net,0.7760194605869618,0.22398053941303822
3,-0.5,1.0,neg,0.4843972670576821,0.5156027329423182
4,-0.13333333333333333,0.16666666666666666,net,0.201312657367361,0.7986873426326389
5,0.10277777777777779,0.6555555555555556,net,0.18927484873671033,0.8107251512632911
6,0.0,0.0,net,0.9569118650422417,0.04308813495775798
7,0.7,0.6000000000000001,pos,0.6553441429293018,0.3446558570706988
8,-0.1666666666666667,0.6523809523809524,net,0.9099357569964526,0.0900642430035478
9,0.0,0.0,net,0.6707339845468205,0.32926601545317896
10,-0.05,0.4,net,0.3953158267365841,0.6046841732634156
11,-0.2,0.0,net,0.8481922282335246,0.15180777176647375
12,0.1777777777777778,0.37777777777777777,net,0.9531939933623648,0.04680600663763939
13,0.0,0.0,net,0.47301057979563516,0.5269894202043653
14,0.0,0.0625,net,0.5168530283612881,0.4831469716387121
15,0.4,0.5,pos,0.6048573401221587,0.3951426598778418
16,0.21428571428571427,0.42857142857142855,net,0.7971032908608248,0.20289670913917646
17,-0.27499999999999997,1.0,net,0.1858558770947526,0.8141441229052474
18,0.0,0.0,net,0.5832203554173132,0.4167796445826864
19,-0.007142857142857141,0.41428571428571426,net,0.9997114830737852,0.00028851692621515096
20,-0.075,0.22499999999999998,net,0.8067616346206671,0.19323836537933267
21,0.0,0.0,net,0.9462400399921573,0.05375996000784138
22,0.125,0.6666666666666666,net,0.234854699403262,0.7651453005967366
23,0.0,0.0,net,0.10744395857988465,0.8925560414201159
24,0.35,0.35,pos,0.9294436743976718,0.07055632560232689
25,-0.14999999999999997,0.75,net,0.9765414138225523,0.023458586177450974
26,-0.24999999999999997,0.6,net,0.9909038414170505,0.009096158582957946
27,0.0,0.0,net,0.781350921978838,0.21864907802116243
28,0.1,0.8,net,0.1925092611070223,0.8074907388929761
29,0.0,1.0,net,0.4348176370726875,0.5651823629273115
30,0.0,0.0,net,0.9115819835810952,0.08841801641890368
31,-0.27499999999999997,0.19791666666666666,net,0.7071530402628421,0.2928469597371564
32,-0.0625,0.6875,net,0.9736482694916978,0.026351730508303434
33,0.0,0.0,net,0.6237885230327652,0.37621147696723356
34,0.0,0.0,net,0.9887506744023937,0.011249325597605657
35,0.0,0.0,net,0.8881917839298326,0.11180821607016711
36,0.1,0.45,net,0.1794039597498919,0.820596040250109
37,0.6,1.0,pos,0.9298164390712492,0.07018356092875486
38,0.0,0.0,net,0.3645964052490674,0.635403594750932
39,-0.08125,0.3875,net,0.9345043931342496,0.06549560686574944
40,0.5,0.625,pos,0.736335042924079,0.26366495707591897
41,-0.17500000000000002,0.875,net,0.8942968312321737,0.10570316876782665
42,0.2,0.30000000000000004,net,0.7678548965788041,0.23214510342119626
43,-0.125,0.5958333333333333,net,0.9279757052078598,0.07202429479213689
44,-0.4,0.6,neg,0.3406783666730837,0.6593216333269145
45,0.0,0.0,net,0.48317649144335806,0.5168235085566423
46,0.0,0.0,net,0.8220846260286144,0.1779153739713843
47,-0.3333333333333333,0.6,pos,0.991385191518381,0.008614808481617588
48,0.0,0.0,net,0.2873439940731503,0.7126560059268517
